platform_shop_id,year_month,review_id,rating,sentiment_score,mismatch_type,content
ba_14690712,2025-09,ba_2025090703014967,2.0,0.2,low_rating_positive_text,"원래 이 지점에서 자주 포장해서 먹었는데 오늘은 처음으로 배달로 시켜서 그런가 죽이 평소랑 다르게 물이 너무 많아서 물죽이였다고 하네요..아버지가 아프셔서 시켜드렸는데 속상하네요..사진 보다 물이 더 많았는데 물을
거의 버려도 저정도입니다"
ba_14690712,2025-09,ba_2025092601603879,5.0,-0.4,high_rating_negative_text,"저번에도 그러더니 이번배달에도
간이 예전같지않고 이게 매운짬뽕죽 인데
전혀매운끼가없어요ㅠ 더맵기해달라하면
진짜맵게잘해주셨는데ㅠㅠㅠ너무안매워요
집근처 본죽안시키고 꼭 여기서먹는데..넘아쉽네오ㅠㅠㅠ주방이모님이 바뀌신건가요 흑흑…
해장은 짬뽕죽인데 ㅠㅠㅠㅠ"
ba_14690723,2025-09,ba_2025092301878052,2.0,1.0,low_rating_positive_text,"배달시간도 
알맞게 갖다주시고 다음에 죽도시켜먹어봐야겠어요 
맛있어요  감사합니다 수고하세요"
ba_14690725,2025-08,ba_2025080801805779,1.0,0.4,low_rating_positive_text,비린내나고 너무 묽어요 김낙죽 원래 좋아하는데 맛이 너무 달라요
ba_14690774,2025-09,ba_2025090202460378,5.0,-0.2,high_rating_negative_text,게살 냄새 안나고 좋앗어요
ba_14690806,2025-09,ba_2025090701442715,1.0,0.2,low_rating_positive_text,1시간10분걸려서 온음식 마음속으로 맛이 있어겠습니까? 그냥 먹어습니다.
ba_14690806,2025-09,ba_2025090701442715,1.0,0.2,low_rating_positive_text,1시간10분걸려서 온음식 마음속으로 맛이 있어겠습니까? 그냥 먹어습니다.
ba_14690983,2025-09,ba_2025090901473227,4.0,-0.4,high_rating_negative_text,단호박죽 팥이 덜익어 좀 딱딱함
ba_14690983,2025-09,ba_2025090901473227,4.0,-0.4,high_rating_negative_text,단호박죽 팥이 덜익어 좀 딱딱함
ba_14691030,2025-08,ba_2025081901387877,2.0,0.2,low_rating_positive_text,수저도 안오고 죽 맛이 덜달게 해달랬는데 반영이 안된것 같아요
ba_14691062,2025-08,ba_2025082802580815,5.0,-0.2,high_rating_negative_text,채소가맛이별로예요ㅠㅠ
ba_14691062,2025-08,ba_2025082802580815,5.0,-0.2,high_rating_negative_text,채소가맛이별로예요ㅠㅠ
ba_14691080,2025-07,ba_2025073101431105,5.0,-0.4,high_rating_negative_text,"아파서 예민할때도 실망시키지 않는 맛!
냉방병, 비염에 녹두죽, 아이들은 딱 적당히 달달한 호박죽, 작은용기 3개로 라벨링까지~~
감사합니다 ~~"
ba_14691080,2025-07,ba_2025073101431105,5.0,-0.4,high_rating_negative_text,"아파서 예민할때도 실망시키지 않는 맛!
냉방병, 비염에 녹두죽, 아이들은 딱 적당히 달달한 호박죽, 작은용기 3개로 라벨링까지~~
감사합니다 ~~"
ba_14691080,2025-08,ba_2025080201905670,5.0,-0.2,high_rating_negative_text,역시본죽!! 정기적으로 먹어줘야합니답
ba_14691080,2025-08,ba_2025080201905670,5.0,-0.2,high_rating_negative_text,역시본죽!! 정기적으로 먹어줘야합니답
ba_14691080,2025-09,ba_2025092202348434,5.0,-0.4,high_rating_negative_text,"새우가 너무 적어서
실수로 안 넣어주신 줄 알고 전화할 뻔 했어요

뒤적거리다 보니까 두세개 있긴 하더라고요…

어느 지점이든
항상 같은 메뉴만 시켜먹어서 정량을 아는데
이건 조금 심한것같아 리뷰를 씁니다

+) 사장님 답변 보고 리뷰 수정했습니다. 두개중에 나머지 한개는 사정상 먹지 않아서 새우가 쏠렸는지는 모르겠지만 본사에서 소분되서 온다고 하시니 정량 넣으신걸로 믿겠습니다. 다음에는 신경 써 주세요~"
ba_14691093,2025-09,ba_2025091601421534,5.0,-0.8,high_rating_negative_text,불낙죽은 50% 염도로 잘못 시켰나 싶을 정도로 밍밍했어요. 종종 여기서 불낙죽 포장해다 먹었는데 이런 적은 처음이네요.. 삼계죽도 좀 밍밍했지만 불낙죽에 비하면 간이 상대적으로 잘 되어있었습니다
ba_14691112,2025-08,ba_2025081602707118,4.0,-0.6,high_rating_negative_text,"제가 집에 없어서 최대한 늦게 배달 원했는데 너무 빨리 도착 했어요(그건 가게 영업 시간 때문에 어쩔수 없다고 생각 합니다)
근데 해물 로제 죽에서 조개 껍질 나왔어요 
그리고 메뉴 두개 중 하나는 선물 이였는데 표시가 안 되어 있어서 하나 하나 다 뜯어봤어요 불편 했습니다"
ba_14691130,2025-08,ba_2025081401567007,5.0,-0.4,high_rating_negative_text,숟가락이 빠졌어요
ba_14691130,2025-08,ba_2025081500103663,5.0,-0.4,high_rating_negative_text,"빈반죽  하나는 무지하게 짜고 하나는 괜찮았어요
좀좀 아쉽"
ba_14691145,2025-09,ba_2025092501363049,1.0,0.2,low_rating_positive_text,"전복죽이랑 야채죽 두개 시켰는데 
전복죽에서 머리카락 나왔습니다 
몸 안좋아서 시켰는데 다 버렸네요 조심해주세요"
ba_14691178,2025-07,ba_2025072901969617,4.0,-0.2,high_rating_negative_text,"평소보다 묽고 밥알도적고.. 
낙지는 몇갠지 샐수있을만큼 열댓개 들어있네여 
가격올랏는데 품질은 왜 더 낮아진거죠?
여기서만 시키는데 이렇게 온거 처음이예여
신경좀 써주세요ㅠㅠ 최애 메뉴인데 뚜껑열자마자 너무묽어서 이게뭐지? 하고보니 두개 시켰는데 둘 다 밥알이랑 낙지랑 김치도 얼마없고 속상해요ㅠㅠ"
ba_14691270,2025-07,ba_2025073001597256,2.0,0.2,low_rating_positive_text,웬만하면 리뷰 좋게 남기는데 먹다가 리뷰 씁니다. 죽이 아니라 퍼진 밥 정도로 쌀 식감이 단단하고 덜 익은 데다가 계란 껍질 나왔습니다.. 새우 껍질도 덜 제거된 상태구요. 아파서 주문한 건데 기분이 나쁘네요.
ba_14691295,2025-09,ba_2025090902466050,1.0,0.4,low_rating_positive_text,어르신이 맛나다 해서 자주 이용하고 있는데 오늘 밥은 식은밥인가요? 밥이 차워서 먹기 힘들었다 하네요
ba_14691295,2025-09,ba_2025090902466050,1.0,0.4,low_rating_positive_text,어르신이 맛나다 해서 자주 이용하고 있는데 오늘 밥은 식은밥인가요? 밥이 차워서 먹기 힘들었다 하네요
ba_14691361,2025-08,ba_2025080302754496,5.0,-0.2,high_rating_negative_text,"휴가가서 무슨음식이 잘못된건지 계속 토하고 난리였어요 속이비어있으니 더 메스꺼워서 죽시켰어요.
여러분 이집은 찐이예요♡음식은 말할것도없고,가끔  컨디션좋을때 배민라이더 알바로 가끔하고있는데 자기고객이던지 고객이될수있는데도 배달기사로가면 대부분 인사도안받거나, 무시하는분들 엄청많은데 여기사장님 두분(여사장님,남사장님)사람대하는것도 진심이시고  간혹 조리가 늦어져서 기다리다보면  주방컨디션 반짝박짝 너~~무깨끗하고 ㅋㅋㅋ
사람에게"
ba_14691361,2025-08,ba_2025080302754496,5.0,-0.2,high_rating_negative_text,"휴가가서 무슨음식이 잘못된건지 계속 토하고 난리였어요 속이비어있으니 더 메스꺼워서 죽시켰어요.
여러분 이집은 찐이예요♡음식은 말할것도없고,가끔  컨디션좋을때 배민라이더 알바로 가끔하고있는데 자기고객이던지 고객이될수있는데도 배달기사로가면 대부분 인사도안받거나, 무시하는분들 엄청많은데 여기사장님 두분(여사장님,남사장님)사람대하는것도 진심이시고  간혹 조리가 늦어져서 기다리다보면  주방컨디션 반짝박짝 너~~무깨끗하고 ㅋㅋㅋ
사람에게"
ba_14691361,2025-09,ba_2025092801270774,5.0,-0.2,high_rating_negative_text,진짜 완벽.
ba_14691375,2025-09,ba_2025091501476376,5.0,-0.2,high_rating_negative_text,"몸살끼 있어서 시킨 본죽
전복내장죽도 찐하고 녹진
김치낙지죽은 진짜 해장각이네요
기운납니다"
ba_14691375,2025-09,ba_2025091501476376,5.0,-0.2,high_rating_negative_text,"몸살끼 있어서 시킨 본죽
전복내장죽도 찐하고 녹진
김치낙지죽은 진짜 해장각이네요
기운납니다"
ba_14691815,2025-08,ba_2025082701886512,5.0,-0.4,high_rating_negative_text,"이틀전에 아이주려고 아이만있는집에 시켜놓고 
저는 오늘봤는데ㅜ삼계죽이아니라 전복죽이 잘못와있네요ㅜ 주문잘확인해주세요"
ba_14691901,2025-09,ba_2025092502940122,5.0,-1.0,high_rating_negative_text,통화드렸었고 주문건중 1건 누락된거 아직 입금이 안됐던데 제가 확인을 잘못한건지요?
ba_14691908,2025-08,ba_2025082202080672,5.0,-0.2,high_rating_negative_text,지난번 주문에 빠른 배달과 여러번 나누어 먹을수 있도록 소분을 해주셔서 적당한 양을 식사하고 보관하는데 편리했습니다! 더운 날씨에 수고하세요!^^~~
ba_14691908,2025-08,ba_2025082202080672,5.0,-0.2,high_rating_negative_text,지난번 주문에 빠른 배달과 여러번 나누어 먹을수 있도록 소분을 해주셔서 적당한 양을 식사하고 보관하는데 편리했습니다! 더운 날씨에 수고하세요!^^~~
ba_14691943,2025-09,ba_2025092202556313,5.0,-0.2,high_rating_negative_text,"계란 껍데기가 꽤 큰데 못보셨나봐요 
배달도 늦었는데"
ba_14691949,2025-08,ba_2025080501428194,5.0,-0.6,high_rating_negative_text,"고추장, 수저 누락되서 요청드렸는데
나물에(호박) 머리카락이 나왔어욤
사람이하는일이라 이해하규 먹으려고 했는데 요청사항에 새알 빼달라 말씀드렸는데 호박죽에 새알이 들어 있네요😭"
ba_14691969,2025-07,ba_2025072802451497,4.0,-0.6,high_rating_negative_text,장조림 추가했는데 누락돼서 왔어요 ㅜㅜㅜ
ba_14691969,2025-08,ba_2025083002053464,5.0,-0.4,high_rating_negative_text,"사장님 저는 매주문 항상 '미음'이라고 썼었는데요, 원래는 미음이지만 걸쭉했고 밥이있어도 진짜미세하게 있어서 이집에서시킨건데 잘올때도많지만 점점 밥이크게오는 빈도수가많아지더라구요? 요청사항은똑같은데 매주문마다 오는게 달랐어요. 그래서말을할까말까하다가 저저번주문때 '밥알없이'를 덧붙였어요. 그러니까 원래대로 미음이지만걸쭉하게 왔더라구요. 그래서 저번주문에도 '밥알없이'를 적었는데 점도없이 물처럼왔길래 당황했어요. 오늘 남사장님께"
ba_14691976,2025-07,ba_2025072901895025,5.0,-0.4,high_rating_negative_text,배달이 늦어서 기분이 좀 상했었는데 포장 보고 살짝 마음 풀리고 반찬 뚜껑 열고 감동입니다ㅎㅎㅎ 본죽 시키거나 가서 먹을때마다 반찬 이래 줄꺼면 주지를 말든가 장난치나 싶을 정도였는데 반찬 타점 대비 두배는 들었어요 반찬보고 기분 상해서 다른죽집만 시키다 오랜만에 시켜서 그런지 모르겠으나 정성 듬뿍 담긴것 같은 포장에 넉넉한 반찬에 감동입니다 날 더운데 고생 많으세요 건강 유의하시고 번창하세요 죽집은 이집 무조건픽입니다❤️
ba_14691976,2025-07,ba_2025072901895025,5.0,-0.4,high_rating_negative_text,배달이 늦어서 기분이 좀 상했었는데 포장 보고 살짝 마음 풀리고 반찬 뚜껑 열고 감동입니다ㅎㅎㅎ 본죽 시키거나 가서 먹을때마다 반찬 이래 줄꺼면 주지를 말든가 장난치나 싶을 정도였는데 반찬 타점 대비 두배는 들었어요 반찬보고 기분 상해서 다른죽집만 시키다 오랜만에 시켜서 그런지 모르겠으나 정성 듬뿍 담긴것 같은 포장에 넉넉한 반찬에 감동입니다 날 더운데 고생 많으세요 건강 유의하시고 번창하세요 죽집은 이집 무조건픽입니다❤️
ba_14692012,2025-08,ba_2025080402951192,5.0,-0.2,high_rating_negative_text,7500원짜리 소불고기 양이 이게 맞나 싶다
ba_14692012,2025-09,ba_2025091101961668,1.0,0.4,low_rating_positive_text,"주인이 바꼈나요?
낙지김치죽 여기에 몇십번은 시킨거같은데..
죽위에 뿌리는 김.깨가루도 
적어졌고 낙지도 거의없네요
그렇더라도 맛있으면 이런글안쓸텐데
맛도 없어졌네요
단호박죽은 새알추가시켰는데도
새알적은거같은 기분빼고는
먹을만하네요
요청사항은 읽어보지도 않으신거같고
리뷰잘안쓰는데 억지로 씁니다."
ba_14692035,2025-08,ba_2025080901833904,5.0,-0.2,high_rating_negative_text,해장 낙지죽 해장용으로 진짜 괜찮네요
ba_14692116,2025-08,ba_2025080802713523,5.0,-0.2,high_rating_negative_text,풋팡퐁커리 진짜마시써요 ㅠㅠㅠ
ba_14692116,2025-08,ba_2025080802713523,5.0,-0.2,high_rating_negative_text,풋팡퐁커리 진짜마시써요 ㅠㅠㅠ
ba_14692164,2025-07,ba_2025072801826439,1.0,0.2,low_rating_positive_text,"아픈 아이가 버섯이 들어가면 먹지 않아
요청사항에 
(중요) 표시해서 버섯 빼 달라고 썼는데
그대로 조리해서 보내셨네요.
가게 사정상 불가능한 요청사항이면 
연락해서 메뉴를 변경할 수 있게 해주시면 좋겠네요.
먹지 못해 식사준비를 다시 합니다ㅠㅠ"
ba_14692190,2025-08,ba_2025082602690970,2.0,0.4,low_rating_positive_text,"화장품향 나요.
제가 아파서 입맛이 이상해진건지, 핸드크림 바르신건지.. 화장품향 나네요…
평소에 리뷰 최대한 좋게 쓰려고 하는데…카페도 아니고 죽집인데 조심해주셨으면 해서 비공개 리뷰합니다."
ba_14692216,2025-09,ba_2025091601244794,4.0,-0.4,high_rating_negative_text,전복이 질겨용..
ba_14692242,2025-09,ba_2025090302036868,4.0,-0.2,high_rating_negative_text,25000원 짜리에서 비닐이 나옵니다..
ba_14692242,2025-09,ba_2025090302036868,4.0,-0.2,high_rating_negative_text,25000원 짜리에서 비닐이 나옵니다..
ba_14692242,2025-09,ba_2025090302036868,4.0,-0.2,high_rating_negative_text,25000원 짜리에서 비닐이 나옵니다..
ba_14692242,2025-09,ba_2025093001295965,5.0,-1.0,high_rating_negative_text,"음식은 맛있는데 배달도 잘못되고 배달이 잘못 되었는데 기사님 일처리방식도 엉망이고, 그와중에 연락한 상담사는 더 최악이네요"
ba_14692242,2025-09,ba_2025093001295965,5.0,-1.0,high_rating_negative_text,"음식은 맛있는데 배달도 잘못되고 배달이 잘못 되었는데 기사님 일처리방식도 엉망이고, 그와중에 연락한 상담사는 더 최악이네요"
ba_14692346,2025-08,ba_2025090101073092,1.0,0.2,low_rating_positive_text,오늘 음식이....재료들이 오래되었는지 맛이 이상하네요..
ba_14692433,2025-09,ba_2025092401445326,4.0,-0.2,high_rating_negative_text,죽이랑 반찬이 종이백 하나에 담겨오니까 반찬이 뜨거워져서 아쉬워요 ㅠㅠ
ba_14692459,2025-09,ba_2025091502415870,5.0,-0.2,high_rating_negative_text,"음식은 늘 믿고 주문하는 곳인데..
오늘 배달에서 살짝...아쉬움이 생겼어요ㅜㅜ
종이가방 끈은 떨어져서 없고 이렇게 안에 죽이 새어나와서 묻어있고 맨 아래 팥죽 용기는 찌그러져 있어요ㅜㅜ 먹는 음식을...먹고 싶지 않게 왔네요ㅠ어디서 문제인건지는 모르겠지만 배달하시는 분께도 말을 하셔야 할것 같네요.."
ba_14692459,2025-09,ba_2025091502415870,5.0,-0.2,high_rating_negative_text,"음식은 늘 믿고 주문하는 곳인데..
오늘 배달에서 살짝...아쉬움이 생겼어요ㅜㅜ
종이가방 끈은 떨어져서 없고 이렇게 안에 죽이 새어나와서 묻어있고 맨 아래 팥죽 용기는 찌그러져 있어요ㅜㅜ 먹는 음식을...먹고 싶지 않게 왔네요ㅠ어디서 문제인건지는 모르겠지만 배달하시는 분께도 말을 하셔야 할것 같네요.."
ba_14692482,2025-08,ba_2025081101690866,4.0,-0.2,high_rating_negative_text,양이 조금 아쉬워요~
ba_14692549,2025-08,ba_2025082302770203,4.0,-1.0,high_rating_negative_text,단호박죽 새알심이 좀 딱딱하네요  조리시간이 좀 부족했나봅니다 집가까워서 시켜봤는데 아쉽네요
ba_14693289,2025-07,ba_2025072802832706,2.0,0.4,low_rating_positive_text,"제가 2개로 소분해서 죽을 먹었는데 이상하게 맛이 조금 변한 느낌이 들어 먹다가 버렸습니다. 쉰맛도 나고 본죽 쇠고기죽 먹어본 적이 처음이 아님에도 불구하고 고기 맛도 되게 이상했습니다. 
날씨가 덥다보니 식재료에 문제가 있던것이 아닐까 생각이 듭니다. 다음부터는 유의하셔서 조리 부탁드립니다."
ba_14694670,2025-08,ba_2025082101245173,4.0,-0.2,high_rating_negative_text,"본죽은 언제나 믿고 먹어요! 
다만 염도 조절을 요청 드렸는데 다른 곳보다 좀 더 짜네요🥹"
ba_14699399,2025-08,ba_2025082400397407,5.0,-0.2,high_rating_negative_text,너무맜있게 먹었썼써요ㅋㅋ 직원분이신지 사장님이신지 박스에 글씨적어놓은거 너무귀여웠써요 ㅋㅋ
ba_14699399,2025-09,ba_2025091203083697,5.0,-0.2,high_rating_negative_text,진짜 굽네 넘버1 드립니다
ba_14699399,2025-09,ba_2025091203083697,5.0,-0.2,high_rating_negative_text,진짜 굽네 넘버1 드립니다
ba_14702063,2025-09,ba_2025092201774743,5.0,-0.4,high_rating_negative_text,"야채죽으로 잘못배송이 와서 전화드렸더니 다시 배달해주셨어요 누락되었던 장조림도 잘 받았습니다  유선상 말씀드렸던 죽 사진도 첨부해봅니다
친절한 응대감사드려요"
ba_14702120,2025-07,ba_2025072802933062,5.0,-0.2,high_rating_negative_text,"지난번배달시켯을때 좀 맛이없어서 실망햇는데 
오늘은 너무 맛잇엇어요!!!"
ba_14712294,2025-09,ba_2025091002867111,4.0,-0.2,high_rating_negative_text,배달은 매우늦었지만 음식은 괜찮네요
ba_14716332,2025-09,ba_2025092602491363,5.0,-0.2,high_rating_negative_text,여기 진짜 고추 바사삭 레전드 입니다. 꼭 시켜 드세요
ba_14716332,2025-09,ba_2025092702891278,5.0,-0.2,high_rating_negative_text,"드디어 매주 시켜서 종류별로 치킨 맛 다 보았습니다~^^
다음 주문에는 최애 치킨과 순위 공유 하겠습니다~^^"
ba_14720368,2025-07,ba_2025072702521886,1.0,0.2,low_rating_positive_text,"단호박죽은 다른 지점에 비해
맛이 없네요…인위적인? 맛이랄까요…새알이 좀 덜 익은 느낌도 있구요…;;;"
ba_14721018,2025-08,ba_2025081902780558,1.0,0.2,low_rating_positive_text,맛은 있는데 바게트가 없는데 후기보면 있는분 없는분 있던데 랜덤인가요
ba_14726472,2025-08,ba_2025080502101360,5.0,-1.0,high_rating_negative_text,새벽늦게 포장하러 갔는지라 바로 영업을 종료하시고 배달완료 처리가 안되서 뒤늦게 리뷰 남깁니다~장각구이를 포장했는데 다 먹고 치킨박스를 닫았는데 포장박스에 나와있는 사진으로는 바게트도 같이 있던데 빼먹으신건가요??
ba_14726472,2025-08,ba_2025082402369245,5.0,-0.2,high_rating_negative_text,진짜 찐입니다
ba_14726741,2025-08,ba_2025080902795106,1.0,0.2,low_rating_positive_text,"배달이 꼬여서 급하게 새로 만들어 주셨던 건 이해하지만, 밥알도 뭉쳐있고 야채들도 좀 덜익은 느낌이었어요 그리고 무엇보다 속이 아파 시킨 죽이었는데 이물질이 나와서 좋지 않았습니다"
ba_14727030,2025-07,ba_2025072602161702,2.0,0.6,low_rating_positive_text,"예전에는계속맛나서시켜먹었는데  10번째
인데 주방장님 바뀌었는지 너무맛이 변하여
먹을수가 힘드네요 물기도하나없고 뻑뻑하여
하나만겨우먹고는 불고기도 맛이변했습니다
참고하세요 말씀안드릴려고했는데  알고계셔야 할것같습니다 왜!  맛이 이리바뀌었는지 아쉽네요"
ba_14727030,2025-09,ba_2025092601920435,1.0,0.2,low_rating_positive_text,"저번에 2인분시켯는데 동치미1개와서 오늘은 잘챙겨주시라고부탁드렸는데 잘왓습니다
근데 1인분은 용기 큰거로하고 1인분은 중용기2개로했는데 2개다 중용기로왓네요.
뭐 주문하고 전화로설명을드려야하는건가요 
계속 실수가나오시니까 입맛떨어지네요"
ba_14727064,2025-08,ba_2025083002497901,1.0,0.4,low_rating_positive_text,"불고기전골 김치 밑반찬이 진짜 맛이 완전 이상해요
특히 불고기전골은 간 하나도 않맞아요
글구 열무김치에서 왜 와사비 맛이 나는지 모르겠고 김치는 이상한 맛이 나는게 왜그런지 모르겠네요"
ba_14728839,2025-09,ba_2025091902608882,1.0,0.2,low_rating_positive_text,바삭이 아니였어요.
ba_14729159,2025-08,ba_2025080402239152,5.0,-0.4,high_rating_negative_text,어어엄청 통통ㄹ하고 진짜 육즙가득 진짜 마싯어요
ba_14729159,2025-08,ba_2025080402239152,5.0,-0.4,high_rating_negative_text,어어엄청 통통ㄹ하고 진짜 육즙가득 진짜 마싯어요
ba_14729159,2025-08,ba_2025081502452196,5.0,-0.2,high_rating_negative_text,"엄마가 제일 좋아하는 치킨
기름기 적고, 촉촉하고, 부드러움"
ba_14729159,2025-08,ba_2025081502452196,5.0,-0.2,high_rating_negative_text,"엄마가 제일 좋아하는 치킨
기름기 적고, 촉촉하고, 부드러움"
ba_14729159,2025-09,ba_2025091202765065,5.0,-0.2,high_rating_negative_text,"진짜 오랜만에 리뷰담
저번에 딴 굽네시키고 딱딱해서 다버렸는데
쵹쵹하이 맛 직입니다.
요청사항 감사드립니다+담에 소금은 챙겨주세여🫡"
ba_14729159,2025-09,ba_2025091202765065,5.0,-0.2,high_rating_negative_text,"진짜 오랜만에 리뷰담
저번에 딴 굽네시키고 딱딱해서 다버렸는데
쵹쵹하이 맛 직입니다.
요청사항 감사드립니다+담에 소금은 챙겨주세여🫡"
ba_14729159,2025-09,ba_2025091702398506,2.0,0.2,low_rating_positive_text,탄맛이 너무 나네요...
ba_14729159,2025-09,ba_2025091702398506,2.0,0.2,low_rating_positive_text,탄맛이 너무 나네요...
ba_14729159,2025-09,ba_2025092102551034,5.0,-0.2,high_rating_negative_text,"굽네치킨 처음먹어봤는데 진작 먹을껄 하는 생각 드네요 ㅋㅋ
다이어트용으로 대표치킨이라더니 정말 담백하고 기름지지 않네요 ㅋㅋ
치킨의 열기로 약간의 눅눅함이 있었지만(남편이 비오냐고…ㅋㅋ)이건 어쩔수 없으니까용 ~
또 시킬게용!!!"
ba_14729159,2025-09,ba_2025092102551034,5.0,-0.2,high_rating_negative_text,"굽네치킨 처음먹어봤는데 진작 먹을껄 하는 생각 드네요 ㅋㅋ
다이어트용으로 대표치킨이라더니 정말 담백하고 기름지지 않네요 ㅋㅋ
치킨의 열기로 약간의 눅눅함이 있었지만(남편이 비오냐고…ㅋㅋ)이건 어쩔수 없으니까용 ~
또 시킬게용!!!"
ba_14729159,2025-09,ba_2025092203014197,5.0,-0.2,high_rating_negative_text,와…진짜 살살녹음…
ba_14729159,2025-09,ba_2025092203014197,5.0,-0.2,high_rating_negative_text,와…진짜 살살녹음…
ba_14729159,2025-09,ba_2025092502674091,2.0,0.8,low_rating_positive_text,주로 굽네오리지날을 잘먹었는데 오늘은 배달사고도 있었고 갈비맛과 오리지날반반메뉴는 그냥오리지날한마리보다도 양과 맛이좀차이도 나고  컬리티도 차이나는것  같아요
ba_14732026,2025-08,ba_2025080702295500,5.0,-0.2,high_rating_negative_text,쿠폰쓰고 할인받아서 한마리 먹는거보다 혼닭먹는게 쵝오 혼자서 한마리 다먹으면 담날 더부룩하고 그런데 딱 내스타일이야
ba_14732026,2025-08,ba_2025081202975588,5.0,-0.6,high_rating_negative_text,광고보고 벼르다거 드디어 시켰네여 냄새 직이줍니다 진짜
ba_14732026,2025-08,ba_2025081503174461,5.0,-0.2,high_rating_negative_text,"소스가 약간 흘러서 위생장갑은 못 썼지만
소스 3000원 너무 많은데 적은양은 안 파시는지 ㅜㅜ
3000원 소스 다 못 먹구 남는뎅 ㅜㅜ
무튼 전포점만 이용합니다!!"
ba_14732026,2025-08,ba_2025081500229043,4.0,-0.2,high_rating_negative_text,오랜만에 먹었는데 오리지널은 너무 짜서 막는데 힘들었네요ㅠ
ba_14732026,2025-08,ba_2025081801866390,2.0,1.0,low_rating_positive_text,"일단 주문한지 거의 한시간 다되서 도착했구요 사람들이 리뷰평이 좋길래 기대하고 시킨건데 , 왠만하면 호불호 갈린것도 잘먹는데 , 이건 뭐랄까 너무 이색적인 맛이 나고 한국인의 정서에 맞지않는 소스를 쓴느낌이구요 맛있다고 느껴지는 구석이 하나도 없었어요 심지어 피자는 이게 대체 무슨맛이야? 싶은 느낌?
저는 두번다시 안시켜먹을거같네요…"
ba_14732026,2025-08,ba_2025081801866390,2.0,1.0,low_rating_positive_text,"일단 주문한지 거의 한시간 다되서 도착했구요 사람들이 리뷰평이 좋길래 기대하고 시킨건데 , 왠만하면 호불호 갈린것도 잘먹는데 , 이건 뭐랄까 너무 이색적인 맛이 나고 한국인의 정서에 맞지않는 소스를 쓴느낌이구요 맛있다고 느껴지는 구석이 하나도 없었어요 심지어 피자는 이게 대체 무슨맛이야? 싶은 느낌?
저는 두번다시 안시켜먹을거같네요…"
ba_14732026,2025-08,ba_2025082900123770,5.0,-0.4,high_rating_negative_text,부족한듯 만듯 딱이에여!!
ba_14732026,2025-09,ba_2025090802616929,1.0,0.6,low_rating_positive_text,배달도 빠르고 따뜻하게 잘 먹었습니다만 핑킹현상이라고 하셨지만 피가 저렇게 맽혀있는게 과연 핑킹현상이 맞을까요 먹으면서 부분적으로 빨간 부분은 핑킹현상이겠거니 먹었습니다 유독 살코기가 큰 부위나 닭다리살에 저렇습니다 살이 두껍다면 조리시간을 별도로 늘리던지 저건 핑킹현상이 아니고 덜 익은걸로 보입니다 그냥
ba_14732026,2025-09,ba_2025091802058629,4.0,-0.2,high_rating_negative_text,너무 짜요ㅠ
ba_14732026,2025-09,ba_2025091802058629,4.0,-0.2,high_rating_negative_text,너무 짜요ㅠ
ba_14732355,2025-08,ba_2025090101387096,5.0,-0.2,high_rating_negative_text,"배달사업하시는 분들을 알고 있어서 별점이나 리뷰가 얼마나 사장님께 중요한지 알고 있기에 별점은 5점 남기지만, 점바점이라는 느낌이 너무 강하게 느껴집니다…
낙지김치죽에 낙지가 한마리도 안들어간 느낌이고 한마리 들어가도 진짜 조그만한 애기낙지 한마리가 자잘하게 들어가서 그냥 김치죽 먹은 느낌이네요ㅜㅠ
다른 지점들과는 너무 다른 재료사용과 조리법이라서 리뷰 남깁니다.
사업 번창하시길 바랍니다."
ba_14732355,2025-08,ba_2025090101387096,5.0,-0.2,high_rating_negative_text,"배달사업하시는 분들을 알고 있어서 별점이나 리뷰가 얼마나 사장님께 중요한지 알고 있기에 별점은 5점 남기지만, 점바점이라는 느낌이 너무 강하게 느껴집니다…
낙지김치죽에 낙지가 한마리도 안들어간 느낌이고 한마리 들어가도 진짜 조그만한 애기낙지 한마리가 자잘하게 들어가서 그냥 김치죽 먹은 느낌이네요ㅜㅠ
다른 지점들과는 너무 다른 재료사용과 조리법이라서 리뷰 남깁니다.
사업 번창하시길 바랍니다."
ba_14732355,2025-09,ba_2025090702262353,1.0,0.2,low_rating_positive_text,"맛이 너무  셔요 상할라고 하는건지 진짜 셔요.; 두개다 식초 넣은거에요 아님 맛이 갈려고 하는데 ,
팩트입니다."
ba_14732355,2025-09,ba_2025092301278474,5.0,-0.2,high_rating_negative_text,"감사합니다 준비하신 재료 다 팔고 집에 가세요 
반찬 양이 더 적어지는거 같아요 아쉽네요"
ba_14732602,2025-08,ba_2025082703065400,2.0,0.2,low_rating_positive_text,기분 탓인지… 이사오고 처음 시켜보는데 퍽퍽하고 끝 맛이 시큼시큼 한게 영 찝찝해서 못먹겠어요 ㅜㅜ ㅜㅜ
ba_14736722,2025-09,ba_2025092402721381,5.0,-0.2,high_rating_negative_text,떡은 너무 딱딱했어요ㅜ 굽네 볼케이노는 순살이 맛있는데 양이 적어서 항상 아쉽습니당 ㅎㅎ
ba_14737726,2025-07,ba_2025073002576818,2.0,1.0,low_rating_positive_text,오랜만에 맛있어요 근데 이벤트 소시지 두조각이라고되어있는데 한조각만왔어요 한조각이면 수정하셔야 할듯하네요
